CardNo,MaxDay,TotalCount,Money
171866,11,12,76.5
171868,4,54,274.7
171869,3,84,333.6
171870,3,113,407.1
171871,4,49,352.3
171873,3,39,451.5
171874,5,67,240.7
171875,3,137,399.2
171876,3,63,239.9
171877,17,30,86
171880,4,64,202.3
171882,5,30,100.9
171884,3,78,388.6
171886,1,102,528.9
171888,8,29,143.2
171890,2,74,267.2
171891,3,65,311.4
171892,3,77,234.5
171895,3,163,606.9
171896,2,79,201.8
171898,2,117,529.8
171900,3,49,297.6
171901,2,69,243
171902,4,56,304.4
171909,6,24,98.9
171910,3,112,348.6
171911,2,9,42.3
171915,2,97,474.9
171919,3,50,196.9
171920,2,73,296.6
171921,3,46,390.3
171923,2,78,190.3
171924,2,97,306.5
171927,3,92,347.8
171929,4,52,130.6
171931,3,70,368.7
171932,3,38,155
171935,6,31,126.8
171938,3,44,126.3
171944,3,74,351.2
171946,4,71,230.3
171949,0,3,0.9
171950,1,67,313.7
171953,3,82,200.8
171954,4,86,268.9
171955,4,56,115.6
171956,5,58,121.1
171957,3,97,373.9
171959,2,122,405.7
171960,3,107,355.7
171962,3,48,415.2
171965,4,51,175.8
171968,2,31,100.2
171971,11,50,201.4
171972,5,22,112.8
171976,3,33,140.9
171977,3,75,400.7
171980,3,40,129.7
171982,4,22,89.7
171983,19,32,123.9
171984,2,154,475.62
171985,4,42,233.4
171989,2,95,328.1
171990,4,78,398.5
171992,9,48,200.9
171993,4,68,302
171996,3,88,324
171999,3,110,619.9
172000,3,29,136.9
172001,3,70,342.3
172002,5,48,123.9
172003,5,54,194.8
172006,3,86,366.5
172008,4,110,409.2
172009,4,68,188.65
172010,5,85,406.7
172011,3,95,391.8
172015,3,94,449.3
172017,3,81,396.3
172018,18,31,161.2
172019,1,95,388.7
172020,1,94,564.6
172021,15,20,100.3
172022,2,87,450.9
172023,2,66,307.5
172027,3,47,425.9
172028,3,102,409.9
172030,10,41,187.3
172033,3,118,356.2
172035,3,107,459.9
172037,1,77,262.5
172038,6,18,44.1
172042,3,80,368.3
172043,1,107,523.8
172044,3,69,394.9
172045,3,184,441.2
172046,7,38,212.5
172048,1,145,587.9
172051,2,87,485
172060,3,81,333.4
172066,2,83,314.4
172067,4,50,203.6
172068,4,56,353.6
172071,3,47,260.1
172072,1,96,452.1
172083,5,82,328
172138,0,3,13.6
172172,5,42,298.8
172207,0,1,6
172212,0,2,16
172214,18,11,41.8
172215,3,73,194.3
172216,3,44,168.8
172217,4,40,248.3
172218,4,54,181.7
172219,4,44,184
172222,4,56,290
172227,1,13,63.7
172232,4,66,145.2
172233,3,49,171.7
172234,7,21,139.3
172236,5,44,230.5
172238,3,44,198.2
172241,4,73,227.7
172242,4,29,144.7
172243,5,40,188.4
172244,3,85,396
172248,3,45,107.3
172249,2,95,153.7
172250,3,105,424.2
172252,3,91,638.65
172255,4,41,149.2
172256,14,21,102.8
172257,2,64,160.3
172260,2,92,396.4
172264,3,108,358.6
172265,3,64,344.6
172267,4,41,175.6
172269,3,55,221
172272,4,121,671.6
172273,2,70,301.7
172274,3,63,178.4
172276,5,42,224
172278,5,54,281.5
172279,4,78,241.2
172281,4,46,179.7
172282,3,115,301.89
172285,3,64,354.5
172286,3,110,414.9
172287,3,23,92.9
172289,3,95,424.6
172291,3,50,236.4
172294,4,50,265.1
172296,3,70,257.6
172298,5,53,292.6
172302,0,1,6
172307,4,70,346.4
172308,3,123,477.4
172310,3,39,261.4
172311,3,53,202.1
172314,1,126,454.3
172320,3,79,183.7
172326,3,44,217.3
172327,4,48,263.3
172328,3,79,404.05
172329,3,111,360.5
172330,8,66,279.9
172331,4,109,162.3
172332,3,100,401.1
172333,14,12,86.4
172335,3,68,233.4
172336,9,13,60.5
172337,3,59,160.1
172339,0,3,19
172340,2,14,94.4
172342,11,7,22.7
172349,5,53,182.6
172350,2,56,345.4
172351,3,62,340.5
172353,15,3,3.3
172355,3,44,240.5
172356,7,25,127.1
172360,7,31,165.5
172361,6,19,106.7
172362,8,24,109.5
172363,20,4,19.5
172364,5,40,166.8
172365,3,47,225.8
172367,6,19,88.3
172368,5,11,58.5
172369,7,11,48.2
172370,13,8,21.9
172371,5,19,95.7
172375,14,11,349.8
172381,3,60,226.6
172383,3,49,395.7
172385,2,82,195.3
172386,0,1,0.7
172387,2,70,295.8
172389,3,88,367.3
172390,4,50,179.9
172391,4,64,324.4
172392,5,81,178.1
172393,5,74,171.8
172394,4,59,199.2
172397,2,111,316.1
172398,3,52,237.2
172399,11,32,162
172401,2,65,217.4
172402,5,16,89.7
172403,3,78,239.6
172405,3,110,321.7
172406,0,21,76
172407,4,49,209
172408,3,98,336.3
172411,4,38,188.4
172413,3,63,307.8
172414,4,44,239.2
172417,5,56,350.2
172420,6,81,299.6
172421,4,9,64
172422,3,47,237.8
172423,3,59,201.2
172424,2,154,690.7
172425,5,38,109.7
172426,4,73,320.8
172428,4,26,150.4
172429,3,54,165.3
172430,16,35,167.9
172431,3,43,152.7
172432,7,31,147.3
172433,5,59,235.6
172438,4,60,234
172450,4,45,147.4
172455,3,47,427.1
172461,0,1,2.5
172464,3,56,210.5
172467,6,30,114.4
172484,3,80,424.5
172485,3,178,542.5
172486,1,15,100.7
172487,0,1,3.5
172490,5,18,122.1
172491,10,40,173.8
172492,4,37,309.5
172494,11,25,129.6
172495,4,44,302
172496,3,63,355
172498,3,66,309.3
172500,3,44,248.8
172504,7,24,173.6
172509,4,65,345.2
172510,14,25,98.1
172515,4,54,246.9
172517,3,87,338.4
172518,3,47,223.8
172520,13,33,119.1
172521,4,54,297.6
172523,12,36,283.6
172526,5,64,239.7
172528,3,34,200.2
172529,5,58,230.1
172531,3,47,163.1
172532,2,81,364.4
172533,3,49,259.2
172534,3,101,399
172535,4,77,274.5
172538,17,11,42.3
172539,4,78,386
172540,5,71,272.6
172542,2,24,69
172544,7,53,225.1
172545,3,67,355.5
172546,5,32,118.3
172547,2,72,488.8
172549,3,84,316.1
172551,3,44,266.3
172553,3,95,538.7
172554,7,47,147.4
172555,3,59,244.6
172556,1,118,514.7
172558,7,116,482.9
172559,0,1,0.7
172560,1,115,714.8
172561,1,98,351.6
172562,4,25,105.8
172567,3,63,303.8
172576,0,4,29.5
172606,0,4,29.4
172612,4,77,227.1
172613,6,61,436.45
172616,3,108,267.8
172617,3,42,217.2
172618,25,4,5.4
172619,3,57,180.9
172621,3,93,202.1
172622,5,43,174.9
172623,3,75,250
172624,3,50,559.7
172626,4,89,211.8
172627,3,45,276.7
172628,5,49,276.8
172630,3,49,378.1
172632,8,43,151.6
172634,2,101,373.4
172636,5,20,105
172637,2,69,281.3
172638,5,30,113
172639,2,86,545.9
172641,1,76,298.1
172642,1,108,387
172643,4,34,165.3
172644,2,67,363
172646,3,71,582.8
172647,3,47,197
172650,2,80,171.3
172651,7,31,73
172652,4,49,231.7
172653,2,232,579.9
172654,4,48,242.9
172656,3,58,339.5
172657,4,59,235.2
172658,2,98,276.7
172659,4,23,206.2
172660,3,53,323.8
172661,3,105,337
172662,6,32,102
172663,2,89,199.9
172665,3,42,119.5
172666,2,16,59
172667,3,57,360.1
172669,3,58,326.3
172670,4,52,344.4
172671,4,45,175.1
172672,8,35,182.7
172673,4,42,246.9
172674,2,78,409.3
172677,2,68,363.2
172678,2,127,375.9
172681,7,26,107.7
172682,4,52,298.3
172684,7,26,172.3
172686,3,82,352.5
172687,4,87,495.4
172688,5,71,208.7
172689,3,85,296.2
172690,3,57,267.3
172692,2,112,354.7
172693,4,55,293.2
172695,8,18,80.6
172697,3,85,347.1
172701,3,107,272.6
172702,3,62,254.8
172703,3,85,295
172704,4,31,103.7
172705,2,83,533.4
172706,3,62,236.3
172707,4,62,193.6
172710,2,101,336.8
172711,4,52,199.3
172712,3,70,198.6
172714,3,71,157.6
172715,3,74,351.7
172716,6,70,268
172717,1,142,811
172718,2,227,891.7
172719,14,44,179.3
172721,8,10,68.7
172725,3,38,99.6
172726,2,71,384.1
172729,3,56,268.5
172730,2,35,149.1
172732,3,119,334.4
172733,23,5,26.3
172734,2,70,328.9
172736,2,105,316.7
172737,3,79,365.8
172738,6,34,161.7
172739,3,52,200.4
172740,6,37,191.5
172741,4,53,175.5
172742,3,64,354.7
172744,3,62,275.6
172745,4,47,196.2
172747,3,64,357
172750,1,74,398.3
172752,2,93,333.8
172754,3,133,300.7
172755,4,48,199.8
172757,2,73,313.9
172758,4,72,283.3
172764,0,2,292.5
172765,0,2,5.2
172776,0,2,292
172779,7,10,72.2
172780,0,1,290
172785,0,1,290
172794,0,1,290
172799,0,8,600.4
172855,5,76,329.8
172858,4,95,294.9
172859,6,21,132
172864,4,88,391.7
172865,2,56,301.6
172866,2,125,371.2
172869,6,77,286.9
172870,3,72,232.2
172871,2,117,420.3
172872,3,84,445.7
172873,3,164,401.4
172874,8,72,284.5
172875,1,162,573.3
172876,4,58,286.2
172877,3,101,214.1
172883,8,7,16.5
172885,1,139,454.2
172886,0,1,9
172887,5,116,420.4
172888,6,67,285.6
172890,2,34,91.1
172891,1,141,592.4
172893,3,42,266.3
172894,3,107,360.3
172897,2,178,482
172900,3,130,487.2
172902,1,128,472.49
172903,3,106,440.6
172904,5,40,122.2
172905,4,55,293.2
172906,10,13,54.1
172907,4,118,351.4
172909,4,52,279
172911,3,82,300.5
172912,2,146,432.7
172914,1,57,420.2
172915,4,37,217.3
172916,5,80,253.6
172919,2,95,239.3
172920,2,80,356.3
172922,6,37,209.1
172924,3,165,460.1
172926,2,104,507.7
172927,6,54,128.4
172928,7,27,148.1
172929,2,71,407.7
172930,3,90,280.5
172932,4,70,217
172935,6,49,167.1
172936,3,79,351
172937,2,116,473.8
172938,2,116,598.2
172939,2,107,470
172940,2,79,312.5
172941,0,5,16
172943,10,33,193.7
172946,1,154,458.6
172947,2,85,354.6
172948,3,93,388.9
172951,3,117,415.1
172952,1,109,485.4
172955,12,24,72.5
172956,5,111,434.5
172957,11,46,204.6
172958,1,182,439.2
172963,1,124,408.16
172967,3,99,371.9
172969,3,134,372.6
172972,2,119,468.4
172976,3,121,489.5
172977,20,33,155.5
172978,3,162,612.59
172981,4,66,278.2
172982,3,57,142.7
172983,3,115,390.5
172984,3,69,368.5
172985,4,145,413.6
172986,2,161,474.3
172987,3,127,568.6
172988,2,110,433.5
172990,1,48,241.8
172992,3,160,547.7
172993,4,39,337.5
172994,11,26,109.5
172995,5,48,258
172997,4,15,166.9
172998,3,82,525.3
172999,3,57,240.9
173000,3,117,552.2
173002,3,100,275.9
173005,3,82,263.2
173007,4,61,394.5
173008,5,42,169.8
173009,3,28,81.7
173011,1,86,437
173012,1,87,193.9
173015,4,74,224
173016,5,73,334.8
173017,6,36,193.7
173019,6,62,264.4
173022,7,70,356.3
173023,3,67,463.4
173026,4,55,301
173027,7,34,205
173029,4,55,134
173030,2,89,458.4
173031,1,79,390.8
173032,1,165,450.4
173036,3,104,507.5
173037,5,79,263.69
173042,4,37,140.6
173043,1,124,470.8
173044,4,112,489.4
173050,1,117,566.39
173055,9,43,577.5
173056,2,81,392.8
173057,3,86,336.9
173059,5,91,354
173061,2,102,419.5
173064,3,113,682.2
173065,2,102,869.3
173066,2,112,497.5
173067,3,81,403.4
173068,1,109,502.7
173073,1,141,305.1
173075,3,110,320.6
173076,4,142,381.2
173077,1,129,580.4
173078,3,136,297
173080,3,91,398.7
173081,4,46,361
173082,2,119,331.9
173083,3,108,594.4
173084,2,82,496.2
173086,12,19,99.3
173088,1,170,769.9
173090,2,33,109.1
173091,7,95,412.9
173092,3,83,451
173093,1,22,98.8
173094,7,14,72.2
173095,1,93,411.4
173096,3,76,424
173097,1,86,250.3
173098,2,142,436.9
173099,1,13,25.5
173100,2,108,377.9
173103,5,12,49.9
173104,2,136,533.2
173113,21,16,38.1
173115,2,35,230.8
173117,4,97,249.8
173122,3,130,604.7
173123,5,55,231.2
173125,4,64,273
173128,3,90,601.7
173130,1,4,14.8
173134,3,111,396
173135,11,61,312.7
173137,4,39,249.3
173140,3,76,502
173141,5,60,192
173142,4,84,371
173143,3,55,162.4
173149,2,94,467
173151,7,46,124.5
173152,4,77,172.8
173153,3,147,373.9
173157,6,28,160
173158,1,34,185.9
173159,5,65,641.9
173160,2,126,602
173161,8,48,200.7
173162,5,164,537.14
173165,2,86,241.9
173166,4,58,237
173167,7,60,422.1
173168,5,52,233.3
173174,5,48,195.4
173177,3,122,432.1
173178,4,25,138
173180,4,44,242.1
173181,3,100,416.5
173182,3,80,373.6
173187,5,81,281
173193,3,98,401.8
173195,5,42,250.1
173196,5,64,289.9
173197,3,91,374.8
173198,2,139,1011.3
173200,3,132,363.4
173212,2,175,748.2
173213,3,81,486
173215,3,137,339.5
173216,5,45,132.6
173218,3,97,219.4
173221,2,71,331
173222,5,22,62.5
173225,3,109,302.5
173226,2,152,515.3
173230,2,20,49.3
173232,5,65,393.9
173234,1,129,384.6
173236,2,103,455.6
173237,3,128,370.5
173242,5,52,159.9
173245,3,54,248.3
173251,5,2,24
173255,0,1,170
173269,10,8,54.5
173272,3,103,315.3
173292,4,58,362.8
173306,4,85,389.9
173313,0,3,8.2
173318,3,80,331
173319,12,21,103.1
173321,4,80,463
173326,3,53,296.8
173328,5,91,293.1
173329,0,1,0.4
173330,10,55,231.4
173331,18,8,21.1
173332,1,181,712.2
173335,2,13,100.5
173336,11,13,198.6
173338,3,135,394.2
173339,3,112,396.7
173340,3,160,509.1
173343,10,30,186.1
173347,5,51,272.9
173348,6,36,161.1
173349,3,149,456.9
173352,5,23,96.7
173354,14,15,68.2
173396,1,53,299.9
173398,15,3,14.6
173399,3,8,23
173420,1,41,89.6
173423,4,52,273.2
173424,1,18,80.5
173425,14,19,98.8
173426,8,76,218
173427,4,69,3319.4
173428,3,51,286
173429,3,56,466.7
173431,2,2,14
173434,20,36,203.3
173437,1,62,111.2
173441,3,66,347.2
173442,6,18,89.9
173443,6,25,110.2
173448,5,20,89.1
173453,6,31,157.5
173454,3,20,73.8
173455,3,52,285.7
173456,21,17,100.5
173457,7,25,90.5
173459,3,104,345.6
173461,3,101,462.1
173465,6,40,255.7
173466,3,81,409.3
173467,6,34,1821.4
173469,8,44,170.1
173470,5,62,222.8
173471,1,96,304.6
173472,3,141,368.5
173477,7,64,211.6
173480,13,23,152.2
173485,2,97,292.9
173486,1,2,18
173489,3,76,297.6
173490,4,36,159.2
173492,4,43,77.8
173493,8,63,337.7
173495,14,15,99.4
173496,5,50,209.5
173497,10,33,320
173499,4,41,157.3
173503,3,31,116.8
173504,3,37,153.6
173506,4,24,91
173512,12,56,277.8
173513,3,95,349.6
173515,3,49,225.3
173516,6,36,276.1
173517,4,61,123
173518,4,65,321.35
173520,4,74,310.2
173521,7,47,192.9
173527,0,1,14
173529,7,17,103
173530,6,40,219.2
173532,4,70,533.5
173533,4,86,326.1
173539,3,90,289.7
173540,6,11,52.7
173541,2,110,452.3
173546,3,99,486.9
173547,4,26,135.5
173550,5,167,543.7
173551,11,66,250
173553,5,67,220.1
173555,4,79,375.8
173556,16,23,98.9
173557,4,57,204.1
173562,8,29,169
173564,4,38,317.5
173566,7,60,348.5
173567,3,87,343.8
173569,1,51,302.5
173570,7,54,378
173572,18,48,2845.8
173573,3,112,240.5
173575,23,6,26.5
173576,3,133,773.6
173577,3,56,2457.5
173581,3,30,201.6
173583,3,44,377.9
173591,3,90,411.5
173594,3,84,615
173595,3,105,412.3
173598,11,34,183.2
173599,0,82,290.6
173600,6,31,108.7
173602,0,11,99.7
173605,3,126,468
173606,5,23,85.5
173609,2,89,438.5
173611,6,64,201.7
173612,2,103,488.3
173614,7,29,131.4
173617,3,73,258
173618,3,88,318.5
173620,3,89,292.6
173622,3,104,345
173624,7,36,272.4
173627,2,101,317.2
173631,3,118,456.2
173633,1,124,404.8
173637,0,1,36.6
173644,5,33,186.8
173645,3,96,482.2
173648,5,14,45.3
173650,3,38,293.2
173652,2,65,348.2
173654,7,39,167.5
173655,4,57,255.8
173658,5,55,267.6
173659,5,66,156.4
173660,3,123,754.1
173661,5,23,103.1
173662,2,119,460.7
173663,0,16,2720
173664,6,91,330.4
173667,4,55,347.1
173668,2,84,289.8
173669,3,62,358
173670,1,21,74.3
173671,3,47,256.2
173674,3,62,235.1
173677,9,25,161.7
173678,4,44,328.6
173679,4,44,248.5
173680,6,34,206.4
173681,3,44,197.6
173683,3,47,262.6
173688,5,64,275.3
173689,8,18,81.8
173694,5,24,142.5
173697,3,77,370.15
173698,3,62,350.9
173699,4,63,231.7
173701,4,34,174.9
173703,7,8,48.2
173709,3,18,103.8
173710,4,47,166.1
173711,2,50,151.5
173713,3,67,238.8
173714,8,28,125.7
173715,0,2,11.5
173716,3,82,409
173719,4,59,169.1
173720,2,78,354.4
173723,20,4,8.3
173725,21,6,47.2
173726,3,72,268.3
173727,4,17,109.1
173730,4,70,342.2
173732,3,60,288.1
173734,3,46,370.5
173736,6,32,165.1
173737,17,14,50.7
173739,3,61,321.5
173743,2,113,521.3
173744,4,62,166.9
173745,3,45,368.4
173746,0,1,14
173747,5,22,139.2
173748,6,57,236.6
173749,7,14,79.4
173751,3,64,188.6
173752,1,98,471
173754,3,44,141.9
173755,6,20,118.4
173756,4,86,286.2
173757,3,92,595.4
173758,4,46,105
173759,3,92,439
173760,4,51,345.6
173761,3,104,262.4
173762,3,97,376.8
173763,18,20,85.4
173764,12,47,151.6
173766,6,39,176.1
173767,2,72,415.2
173771,3,91,382.6
173776,3,79,351.6
173777,2,73,196.8
173778,2,128,453.5
173784,5,64,282.4
173785,3,7,101.6
173788,2,116,454.6
173790,5,32,186.5
173791,6,58,124.6
173792,2,65,344
173799,4,32,190.4
173800,7,45,227.5
173801,3,82,438.9
173802,7,54,139.4
173803,3,57,203.6
173805,3,49,119
173806,3,46,211
173807,6,27,149
173808,4,95,255
173809,4,74,731.3
173810,3,87,144.8
173812,3,55,399.7
173813,2,55,246.4
173816,5,42,100.4
173817,3,63,323
173819,7,28,137
173822,1,62,336.7
173823,3,58,165.3
173824,4,34,225.7
173826,4,59,244.6
173827,3,95,232.6
173829,19,20,177.4
173830,3,45,223.3
173832,5,22,98.3
173833,10,45,270
173834,2,98,171.8
173835,3,71,270.3
173836,4,97,379.7
173838,3,115,323.5
173839,4,81,279.3
173840,8,23,140.9
173841,3,120,266.7
173844,3,132,326.5
173845,3,84,378.1
173847,4,82,295.2
173848,4,89,343.6
173849,3,66,248.7
173850,4,86,322.5
173851,8,56,290.6
173852,6,30,160.9
173855,12,23,104.1
173856,4,48,129.5
173857,4,27,148.7
173858,3,43,440.4
173860,6,24,109.6
173862,1,99,425.9
173864,11,22,105.6
173868,6,25,163.6
173869,3,99,637.7
173871,10,34,196.7
173872,3,129,533.1
173873,9,6,23.5
173874,3,98,331.5
173875,3,48,209.3
173876,6,59,181.5
173880,2,57,168.8
173883,5,88,301.4
173885,6,14,26.7
173887,0,3,14.5
173891,8,66,188
173892,7,8,52.1
173894,3,45,175.6
173895,11,4,8.6
173897,7,15,52.7
173899,3,72,224.5
173900,4,39,280.6
173903,3,194,599.8
173904,3,73,199.5
173907,2,119,325.5
173910,3,76,284.2
173911,3,57,208.5
173914,6,23,394.5
173915,3,92,371.6
173920,3,80,433
173921,3,39,112.8
173922,5,38,292.6
173925,1,11,46
173927,3,54,186.91
173928,3,32,146.7
173930,2,26,181.6
173931,14,17,97.2
173932,18,30,83.4
173934,3,22,85.3
173937,0,1,0.6
173941,12,53,207.9
173945,3,38,451.6
173946,2,33,167.7
173948,0,2,16
173949,3,35,187.8
173950,8,49,335
173955,10,66,256.6
173959,3,34,153.8
173963,11,24,168.5
173968,10,60,350
173973,5,36,131.4
173975,6,35,206
173979,3,20,115.3
173980,3,66,160.6
173982,1,9,44.8
173984,1,24,56.7
173985,2,12,68.3
173986,3,52,222.6
173989,2,5,132
173990,1,6,38
173994,1,12,53.4
173995,3,54,456.8
173998,2,3,1.5
174002,4,22,76.8
174003,9,68,338.7
174005,5,26,79.8
174007,3,84,251.4
174009,14,18,85.6
174017,2,52,611
174021,18,23,107
174022,3,64,120.3
174023,7,4,10.9
174027,3,48,224.9
174028,2,92,284.3
174031,1,102,183.8
174033,5,31,216.6
174034,4,91,267
174036,9,42,156.8
174038,8,44,196
174042,4,41,305.6
174046,4,49,247.8
174049,7,31,107.7
174050,3,119,301
174053,4,71,207.5
174054,8,38,159.8
174057,6,4,12.2
174058,1,21,66.4
174060,6,37,101.7
174066,4,14,50.2
174067,3,65,8780.8
174069,4,62,265.6
174070,6,33,78.7
174072,5,34,212.3
174074,4,113,326.1
174077,1,9,368
174081,19,36,120.8
174082,4,57,280.5
174086,5,17,389.3
174091,0,1,300
174098,6,47,312.9
174100,6,124,362.5
174102,3,69,300.9
174109,4,62,305
174110,2,97,319.9
174114,3,102,307.9
174115,4,45,265.5
174116,10,68,398.5
174117,11,28,158.6
174121,1,34,200
174122,3,90,469.3
174124,21,26,91.6
174126,4,61,321.5
174127,1,145,423.2
174135,4,55,554.1
174136,2,68,368.7
174137,2,53,252.4
174139,10,34,140.7
174140,5,30,69.7
174143,5,49,218.7
174145,3,57,261.1
174147,3,58,214.7
174148,6,15,35
174149,3,41,196.9
174150,1,53,267
174156,2,139,431.8
174158,4,2,13.5
174160,10,27,160
174161,3,107,467
174166,3,74,319
174168,4,5,69
174169,6,62,199.3
174173,5,59,354.3
174175,8,38,208.4
174177,2,105,343.2
174180,13,43,223.7
174185,3,9,49.7
174187,2,102,400.6
174189,2,64,348.9
174190,4,18,113
174191,3,62,176.4
174193,4,36,158.6
174195,2,103,642.7
174196,3,77,441.2
174197,7,37,111.9
174198,4,98,276.1
174201,1,63,349.5
174202,3,85,455.5
174203,3,100,387
174205,3,97,479.3
174206,3,170,450.5
174207,12,47,304.15
174208,2,13,50.7
174209,4,74,324.8
174212,11,31,113.7
174213,2,15,79.7
174216,4,62,308.1
174217,3,57,461.7
174218,19,21,50.5
174221,5,59,351.3
174222,4,51,221.6
174223,4,56,309.1
174224,3,63,258.9
174225,3,85,341.1
174226,3,48,260.7
174230,3,79,506.5
174231,3,130,269.1
174232,4,71,543.5
174238,4,43,103.1
174239,15,17,43.4
174240,3,16,85.7
174241,2,105,397.1
174242,3,60,277.5
174243,4,58,214.6
174244,3,47,111.6
174247,0,2,1.1
174248,10,15,77.2
174250,3,60,295.9
174251,3,67,354.6
174252,4,26,157.9
174254,1,119,328.4
174257,4,79,365.4
174258,4,15,101.3
174260,0,4,409
174261,1,34,180.5
174262,7,44,209.3
174266,2,139,902.3
174267,7,50,201.4
174271,4,45,283.6
174272,6,34,214.3
174273,3,2,3.2
174276,4,57,170
174278,4,47,149
174279,0,1,200
174280,2,65,410.1
174284,3,87,322.4
174285,1,24,82.5
174286,7,8,59.8
174288,1,82,429.5
174290,4,43,80.5
174291,3,63,313.2
174292,4,65,283.6
174294,9,27,199.3
174295,0,1,100
174299,11,67,202.7
174304,7,48,317.7
174305,4,65,341.1
174306,12,31,202.6
174307,4,56,118.5
174308,5,46,253.9
174317,2,80,487.1
174318,4,63,344.6
174322,3,69,231.4
174324,3,94,361.2
174327,4,40,79
174328,3,57,372.1
174331,7,31,89.3
174336,4,61,313.7
174340,4,23,100.2
174341,1,179,555.6
174348,2,195,622.5
174349,4,86,270.8
174351,0,1,4.4
174353,5,36,164.4
174355,4,116,278.7
174357,5,49,281.6
174360,9,14,65.7
174363,1,68,293.6
174364,2,98,585.5
174365,2,14,78.2
174368,3,46,489.6
174376,7,34,169.2
174377,4,31,292.1
174378,16,23,98.9
174381,1,17,121.8
174382,3,159,583.1
174383,3,62,188.6
174385,2,75,415.6
174386,3,74,322.6
174388,7,23,83.4
174390,3,46,212.1
174392,4,34,192.2
174394,5,47,221.7
174398,2,56,361.2
174399,2,74,462.4
174400,1,108,453.7
174401,5,50,138.6
174405,4,68,356.6
174408,2,99,603.4
174409,12,10,49.5
174410,4,76,185.1
174411,5,9,47.6
174412,5,33,189.4
174413,6,67,378.6
174414,5,47,215.8
174415,7,17,92
174417,3,35,196.2
174457,1,181,745.6
174458,3,72,395.8
174459,7,34,67.8
174461,4,72,408.1
174462,0,15,103.2
174469,4,57,296.2
174470,2,6,18.7
174472,2,51,151.3
174475,3,87,475.5
174477,4,26,171.7
174478,3,35,142.1
174479,4,62,259.2
174480,2,127,498.3
174482,11,14,98.9
174483,3,57,287.4
174487,2,84,316.4
174488,9,12,33.6
174489,2,89,516.4
174492,5,11,26.4
174495,6,39,144.8
174498,3,2,48
174499,3,150,413.7
174500,6,10,43.3
174502,3,133,555.2
174507,3,107,681.3
174509,3,69,294.6
174512,4,94,546.8
174514,3,60,351.6
174515,1,140,617.7
174517,0,2,15.5
174518,1,116,383
174526,2,176,531.2
174528,4,47,179.1
174533,2,6,37
174536,3,69,193.9
174540,13,21,72.1
174542,0,1,100
174543,17,11,50.4
174553,3,35,188.8
174555,5,22,184.6
174558,3,70,454.4
174559,4,82,242
174560,0,2,3.4
174562,3,137,340.3
174563,0,1,1
174568,10,19,67.5
174570,5,14,123.5
174573,5,68,340.3
174574,1,76,336.6
174579,2,148,347.7
174584,4,43,85.4
174593,3,74,358.5
174594,3,58,299.9
174602,3,128,367.1
174603,19,23,100.3
174609,3,47,167.5
174610,3,34,215.4
174612,4,32,130
174614,18,24,108.9
174618,4,27,169.6
174621,4,56,131.1
174622,5,78,401.2
174629,2,89,420.9
174630,1,161,474.5
174633,4,73,128.4
174634,5,23,74.1
174635,2,53,299.6
174641,0,1,8
174642,5,98,368.2
174646,4,12,50.3
174652,5,69,200.8
174653,9,51,201
174655,3,35,126.8
174658,3,128,329.4
174659,2,99,226
174663,3,124,407.4
174664,18,6,24.8
174666,2,96,395.6
174670,0,1,0.5
174674,3,55,652.6
174676,21,5,16.1
174678,3,57,127.7
174679,0,2,8
174680,2,107,471.7
174681,8,80,326.3
174682,7,65,302.8
174684,3,29,206.6
174688,3,92,466.6
174689,5,20,95.3
174690,1,110,312.5
174691,10,99,214.1
174692,0,3,5.1
174694,8,28,68.8
174699,2,135,415.4
174700,6,53,312.6
174702,5,20,161.2
174703,4,5,45
174705,4,101,316.4
174706,0,6,22
174716,13,7,40
174717,4,52,173.7
174720,6,27,61.4
174723,5,43,223.7
174724,13,28,100.7
174727,4,60,212.4
174728,8,19,86
174736,3,9,329.2
174739,1,5,20.7
174740,0,2,9.1
174752,14,15,365.3
174753,1,21,101.2
174754,4,88,392.8
174756,2,89,427.3
174761,0,9,18.7
174764,5,32,153.2
174768,18,13,48.2
174775,4,83,366.2
174776,5,61,97.2
174777,3,4,8.5
174778,1,3,9.1
174779,9,32,281.1
174780,0,1,2
174781,2,54,198.8
174782,1,23,104.9
174787,0,2,0.9
174788,3,75,306.3
174789,12,20,96.9
174790,16,31,110.5
174793,9,17,76.5
174794,3,59,222.7
174797,1,82,282.7
174798,3,34,138.2
174801,2,79,291.2
174805,4,60,141.7
174806,3,90,326.4
174807,5,38,219.9
174810,4,102,382
174811,2,79,432.3
174814,4,50,161.4
174815,0,1,4
174818,3,42,171.1
174822,3,75,264.2
174826,3,74,309.7
174828,6,61,204
174829,2,77,197.7
174830,3,87,607.1
174833,4,27,385.2
174836,17,7,46.6
174837,3,52,275.8
174838,2,60,472.9
174839,5,30,415.6
174840,3,95,641
174841,3,101,365
174845,3,31,134.5
174846,5,32,139.6
174847,2,6,17.1
174855,6,43,98.7
174858,6,49,129.2
174860,1,171,440.1
174862,12,53,228.6
174863,5,42,170
174866,3,64,343.5
174869,3,57,381.4
174874,3,56,237.1
174876,3,10,354
174878,3,69,203.7
174880,3,84,294.3
174884,3,55,283.7
174886,3,66,308.7
174887,1,13,43.2
174888,2,21,78.8
174889,3,92,448.8
174890,17,22,102.5
174892,18,21,89
174894,2,111,350
174895,7,21,114.5
174898,1,93,273
